,genres,id,revenue,rating
79364,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",755,25836616.0,4.0
79521,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",27526,0.0,2.5
79527,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",400,529766.0,2.0
79560,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",880,0.0,2.5
85622,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8447,0.0,3.5
85801,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2086,8175346.0,4.0
86020,"[{'id': 18, 'name': 'Drama'}]",406,0.0,2.0
86089,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2045,0.0,5.0
86522,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",688,182016617.0,0.5
89641,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",197,210000000.0,3.0
89754,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",103,28262574.0,4.0
90959,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2074,14702438.0,4.0
91272,"[{'id': 14, 'name': 'Fantasy'}]",27793,0.0,4.0
91703,"[{'id': 35, 'name': 'Comedy'}]",5757,209935.0,3.0
91708,[],124639,0.0,2.5
91710,"[{'id': 18, 'name': 'Drama'}]",568,355237933.0,3.0
92105,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",414,336529144.0,2.0
93028,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",649,0.0,3.0
93174,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1873,0.0,3.0
96476,"[{'id': 35, 'name': 'Comedy'}]",5894,1275000.0,3.0
96506,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",8839,287928194.0,2.0
96618,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",8963,157387195.0,3.0
96743,"[{'id': 99, 'name': 'Documentary'}]",26564,3174695.0,0.5
96952,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",8068,25405445.0,4.0
96980,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",8512,16140822.0,3.5
97340,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1572,366101666.0,4.5
98057,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6520,127600435.0,3.0
98109,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",8973,0.0,3.0
99929,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2293,2122561.0,1.0
100016,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",1642,110627965.0,4.0
100740,"[{'id': 18, 'name': 'Drama'}]",32646,0.0,3.5
100784,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",281,7959291.0,3.0
104872,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5967,0.0,3.0
104885,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",3512,104324083.0,3.0
107852,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",65796,0.0,5.0
107899,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",26258,0.0,1.5
108401,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",76,5535405.0,3.0
112094,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",6715,0.0,4.5
112112,"[{'id': 35, 'name': 'Comedy'}]",2292,3151130.0,3.0
112310,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1909,22200000.0,4.0
126527,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",8984,214015089.0,4.0
135847,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",4954,0.0,3.0
138008,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",522,5887457.0,3.0
139357,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",397,0.0,2.0
139458,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",1024,3049135.0,4.0
140647,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",628,223664608.0,4.0
153349,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",6280,37000000.0,2.5
153929,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6071,0.0,3.5
153949,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",11,775398007.0,3.0
173424,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",4476,160638883.0,3.5
173797,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",32325,0.0,3.0
173837,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",3036,112006296.0,3.0
175070,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8986,18137661.0,3.5
175157,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1945,106683817.0,5.0
181570,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",241,50282766.0,3.0
182167,"[{'id': 18, 'name': 'Drama'}]",527,2201126.0,4.0
249829,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6950,189859560.0,2.5
250572,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",101,45284974.0,5.0
255393,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2307,0.0,4.0
255607,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",680,213928762.0,4.0
256853,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",3586,11300653.0,3.0
256966,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",110,0.0,1.0
323478,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}]",108,0.0,3.0
323614,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",109,0.0,3.0
323632,"[{'id': 18, 'name': 'Drama'}]",159185,0.0,4.0
323640,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2636,170362582.0,2.0
323723,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2164,196567262.0,2.0
323955,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",278,28341469.0,3.0
325133,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",193,120000000.0,2.0
333930,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",95963,0.0,3.0
333978,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1587,10032765.0,1.0
341999,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2064,182057016.0,4.0
350020,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",236,15119639.0,1.0
363569,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",3049,107217396.0,3.0
363812,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2759,11220670.0,2.0
366931,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",888,341631208.0,3.0
367718,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",13,677945399.0,3.0
369556,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",712,254700832.0,5.0
369748,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",8587,788241776.0,1.0
369816,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1689,4858139.0,4.0
372002,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",854,351583407.0,3.0
372237,"[{'id': 18, 'name': 'Drama'}]",2788,20079850.0,5.0
378618,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",8987,0.0,3.0
378723,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",8831,101646581.0,4.0
379120,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",315,0.0,1.0
391551,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",8011,36800000.0,4.0
392014,[],171857,0.0,3.0
392016,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2654,8946600.0,5.0
392995,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2758,48919043.0,2.0
393213,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",306,119208989.0,5.0
401565,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",26203,16668552.0,4.0
401855,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",178,30156002.0,4.0
402374,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",4722,428868.0,3.0
402565,"[{'id': 35, 'name': 'Comedy'}]",26391,3662459.0,3.5
402738,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",117553,2570145.0,3.5
402743,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6075,36516012.0,4.0
402791,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2124,19726050.0,5.0
412479,"[{'id': 18, 'name': 'Drama'}]",49299,0.0,4.5
412511,"[{'id': 35, 'name': 'Comedy'}]",26141,0.0,3.0
412550,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",5503,368875760.0,2.5
412697,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2087,30.0,3.0
421453,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4916,22886222.0,5.0
422010,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2019,74189677.0,5.0
436004,"[{'id': 35, 'name': 'Comedy'}]",26271,0.0,3.5
436106,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2259,0.0,3.0
437584,"[{'id': 18, 'name': 'Drama'}]",7984,65796862.0,4.5
437925,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",6,12136938.0,4.0
465820,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",329,920100000.0,5.0
495590,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",507,418961.0,5.0
499077,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1413,1499795.0,5.0
499463,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2246,46405336.0,3.0
499533,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2320,121969216.0,3.0
501450,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5879,0.0,4.0
502255,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2625,0.0,4.0
502939,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",788,441286195.0,1.0
524853,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",713,116700000.0,3.0
525000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8291,27515786.0,3.0
525235,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1245,23237911.0,4.0
532129,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7007,107198790.0,4.0
533781,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5550,10696210.0,2.0
533924,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2088,3275585.0,2.0
537765,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",424,321365567.0,2.0
538559,"[{'id': 18, 'name': 'Drama'}]",103413,0.0,3.0
538562,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",8850,48063435.0,4.0
538658,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",695,6110979.0,3.0
539541,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",858,227799884.0,5.0
596611,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",867,116300000.0,3.0
596966,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",78,33139618.0,3.0
598244,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",319,12281551.0,4.0
606363,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]",32562,0.0,4.0
606526,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",124304,0.0,3.5
606531,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",771,476684675.0,4.0
606698,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",251,505000000.0,3.0
607100,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",812,504050219.0,3.0
607139,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",280,520000000.0,2.0
612453,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",581,424208848.0,5.0
614413,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",80350,0.0,2.5
614734,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",268,411348924.0,1.0
615484,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",274,272742922.0,2.0
616750,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",408,184925486.0,4.0
617456,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",114,463000000.0,3.0
617710,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",576,638641.0,2.0
617736,[],124472,0.0,2.5
617738,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7300,97529550.0,3.5
618168,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",275,60611975.0,2.0
619788,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",8766,16675000.0,1.5
619827,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4307,0.0,3.5
619888,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1592,102616183.0,2.0
621482,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}]",38884,0.0,3.0
621486,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2021,218626.0,4.0
632010,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",954,457696359.0,3.5
638697,"[{'id': 14, 'name': 'Fantasy'}]",8840,115267375.0,4.0
638793,"[{'id': 18, 'name': 'Drama'}]",124625,0.0,0.5
638794,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",161070,0.0,1.0
638796,"[{'id': 18, 'name': 'Drama'}]",5801,536364.0,3.5
639347,"[{'id': 18, 'name': 'Drama'}]",896,16000.0,4.0
639861,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",3065,0.0,4.5
639902,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2300,250200000.0,2.0
647464,"[{'id': 878, 'name': 'Science Fiction'}]",8069,2500000.0,3.0
647492,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",27768,0.0,3.5
647631,"[{'id': 18, 'name': 'Drama'}]",33245,0.0,2.5
647664,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",38867,62949.0,3.0
647694,"[{'id': 18, 'name': 'Drama'}]",753,0.0,3.0
648221,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8866,0.0,3.0
649845,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 37, 'name': 'Western'}]",922,0.0,4.0
657775,"[{'id': 99, 'name': 'Documentary'}]",73183,0.0,3.0
657881,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",664,494471524.0,3.0
658211,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",532,0.0,2.0
664593,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",26744,0.0,5.0
664668,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",935,9440272.0,4.0
665337,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",7095,58620973.0,4.0
665558,"[{'id': 18, 'name': 'Drama'}]",124633,0.0,3.0
665559,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",627,16491080.0,4.0
667496,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",602,816969268.0,3.0
667852,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",81949,65352.0,3.0
667925,[],124306,0.0,4.0
667928,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1645,152266007.0,4.0
682274,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",34170,0.0,5.0
682321,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",124645,0.0,2.5
682323,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",151489,0.0,3.5
682325,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4837,0.0,4.0
682565,"[{'id': 35, 'name': 'Comedy'}]",2925,116400000.0,5.0
683556,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",3595,309492681.0,3.5
683621,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3573,22231658.0,3.0
683796,"[{'id': 18, 'name': 'Drama'}]",124619,0.0,0.5
683797,"[{'id': 18, 'name': 'Drama'}]",144982,0.0,2.5
